2.104,JPMCB,234 North Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.105,JPMCB,1611 South Miami Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.106,JPMCB,300 South Mock Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.107,JPMCB,624 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.108,JPMCB,1213 Greenland Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.109,JPMCB,4720 Highway 49 South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.110,JPMCB,4306 North Liberty Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.111,JPMCB,416 Highway 27 South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.112,JPMCB,110 West 10th Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.113,JPMCB,7133 Forest Hill Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.114,JPMCB,4830 Jefferson Davis Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.115,JPMCB,5716 West Andrew Johnson Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.116,JPMCB,869 North Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.117,JPMCB,7880 Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.118,JPMCB,400 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.119,JPMCB,23364 Front Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.120,JPMCB,4394 South NC Highway 150,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.121,JPMCB,33287 Railroad Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
3,JPMCB,Asheville Mall,"L(24),Def(92),O(4)","13,744,039","3,996,629","9,747,410","14,100,876","3,712,129","10,388,746","14,020,962","3,725,178","10,295,785","13,788,149","3,801,056","9,987,093",05/31/11
4,JPMCB,Sun Development and Management Portfolio,"L(24),Grtr1%orYM(35),O(1)","6,035,432","3,483,757","2,551,675","8,132,642","5,148,502","2,984,140","18,890,301","11,959,585","6,930,716","20,219,212","12,398,765","7,820,447",07/31/11
4.001,JPMCB,Embassy Suites Palmdale,  ,  ,  ,  ,  ,  ,  ,"5,236,057","2,951,394","2,284,663","5,931,041","3,376,647","2,554,394",07/31/11
4.002,JPMCB,Hilton Garden Inn Ridgefield Park,  ,  ,  ,  ,  ,  ,  ,"4,989,724","3,425,306","1,564,418","5,360,982","3,458,106","1,902,876",07/31/11
4.003,JPMCB,Homewood Suites Nashville,  ,"3,295,407","2,306,129","989,278","3,559,162","2,323,205","1,235,957","3,877,563","2,565,069","1,312,494","3,985,745","2,604,933","1,380,812",07/31/11
4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,  ,  ,  ,  ,"2,483,234","1,779,348","703,886","2,602,831","1,902,722","700,109","2,867,566","1,940,286","927,280",07/31/11
4.005,JPMCB,Candlewood Suites Hattiesburg,  ,"2,740,025","1,177,628","1,562,397","2,090,246","1,045,949","1,044,297","2,184,126","1,115,094","1,069,032","2,073,878","1,018,793","1,055,085",07/31/11
5,JPMCB,Google Kirkland Campus,"L(25),Grtr1%orYM(91),O(4)",  ,  ,  ,"7,043,641","1,247,970","5,795,671","8,007,495","2,029,081","5,978,414","8,520,560","2,395,365","6,125,195",06/30/11
6,JPMCB,24 West 57th Street,"L(25),Grtr1%orYM(32),O(3)",  ,  ,  ,"6,144,263","2,543,026","3,601,236","6,766,684","2,259,091","4,507,594","6,814,257","2,417,680","4,396,577",06/30/11
7,JPMCB,Kite Retail Portfolio,"L(25),Grtr1%orYM(92),O(3)","5,887,683","1,931,898","3,955,785","6,347,994","2,042,866","4,305,128","5,850,837","2,052,232","3,798,605","5,939,613","2,095,331","3,844,282",05/31/11
7.001,JPMCB,Boulevard Crossing,  ,"2,129,908","600,008","1,529,900","2,014,839","623,583","1,391,256","1,862,358","637,434","1,224,924","1,931,244","636,550","1,294,694",05/31/11
7.002,JPMCB,Hamilton Crossing Center,  ,"1,919,753","518,349","1,401,404","1,940,969","590,859","1,350,110","1,761,209","626,244","1,134,965","1,763,278","643,246","1,120,032",05/31/11
7.003,JPMCB,Naperville Marketplace,  ,"674,726","439,142","235,584","1,360,669","497,598","863,071","1,334,538","488,100","846,438","1,372,028","514,633","857,395",05/31/11
7.004,JPMCB,Publix at Acworth,  ,"1,163,296","374,399","788,897","1,031,517","330,826","700,691","892,732","300,454","592,278","873,063","300,902","572,161",05/31/11
8,JPMCB,Orland Park Place,"L(25),Grtr1%orYM(92),O(3)","11,325,684","5,135,213","6,190,471","11,389,744","5,549,691","5,840,054","10,678,037","5,142,573","5,535,465","10,673,184","5,599,913","5,073,271",05/31/11
9,JPMCB,LaSalle Select Portfolio,"L(25),Def(93),O(2)","6,999,415","2,628,888","4,370,527","6,837,689","2,575,714","4,261,975","6,948,249","2,666,519","4,281,730","7,099,422","2,684,704","4,414,717",04/30/11
9.001,JPMCB,5707 Peachtree Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.002,JPMCB,3585 Engineering Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.003,JPMCB,6455 East Johns Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.004,JPMCB,6625 The Corners Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
10,JPMCB,Denver West Village,"L(26),Def(90),O(4)","5,880,391","2,388,912","3,491,479","6,495,885","2,379,497","4,116,388","6,651,024","2,371,518","4,279,506",  ,  ,  ,  
11,JPMCB,Lehigh Valley Portfolio,"L(25),Grtr1%orYM(28),O(7)","5,243,072","1,797,031","3,446,041","5,546,871","1,857,872","3,688,999","5,608,648","1,950,894","3,657,754",  ,  ,  ,  
11.001,JPMCB,1640-1660 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.002,JPMCB,1455 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.003,JPMCB,1560 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.004,JPMCB,1550 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.005,JPMCB,1510 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.006,JPMCB,1530 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
12,JPMCB,Eddy Street Commons at Notre Dame,"L(25),Grtr1%orYM(92),O(3)",  ,  ,  ,  ,  ,  ,  ,  ,  ,"3,014,733","1,798,219","1,216,514",05/31/11
13,JPMCB,SunTrust Bank Portfolio II,"L(5),Grtr1%orYM(112),O(3)",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.001,JPMCB,4240 West Lake Mary Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.002,JPMCB,26627 US Highway 19 North,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.003,JPMCB,597 Solomons Island Road North,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.004,JPMCB,4425 Lafayette Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.005,JPMCB,1850 US Highway 1 South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.006,JPMCB,2150 Cleveland Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.007,JPMCB,1605 21st Avenue South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.008,JPMCB,111 Southwest 17th Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.009,JPMCB,7319 Spring Hill Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.010,JPMCB,10000 Taft Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.011,JPMCB,6548 Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.012,JPMCB,3990 Southwest State Road 200,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.013,JPMCB,114 West Blue Ridge Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.014,JPMCB,240 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.015,JPMCB,892 Deltona Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.016,JPMCB,5370 Peachtree Industrial Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.017,JPMCB,7612 State Road 52,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.018,JPMCB,286 Hancock Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.019,JPMCB,100 Flagler Plaza Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.020,JPMCB,7801 Pineville-Matthews Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.021,JPMCB,201 South Peterson Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.022,JPMCB,5705 High Point Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.023,JPMCB,804 North Madison Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.024,JPMCB,5473 East Mountain Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.025,JPMCB,5 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.026,JPMCB,1645 Bradley Park Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.027,JPMCB,201 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.028,JPMCB,3000 Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.029,JPMCB,88 Hillsboro Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
13.030,JPMCB,426 West Walnut Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
14,JPMCB,Sawyer Heights Village,"L(25),Grtr1%orYM(92),O(3)","1,050,630","611,845","438,785","2,294,230","784,447","1,509,783","2,866,273","817,674","2,048,599",  ,  ,  ,  
15,JPMCB,University Town Center,"L(25),Grtr1%orYM(92),O(3)","2,530,327","498,748","2,031,579","2,681,425","741,385","1,940,040","2,619,418","701,012","1,918,406",  ,  ,  ,  
16,JPMCB,Maitland 200,"L(25),Grtr1%orYM(34),O(1)","4,619,760","1,729,933","2,889,827","4,814,474","1,945,703","2,868,772","4,309,326","1,787,082","2,522,245",  ,  ,  ,  
17,JPMCB,Landing Apartments,"L(26),Def(33),O(1)","2,861,417","1,084,145","1,777,272","2,749,085","1,024,688","1,724,397","2,660,577","956,987","1,703,590","2,701,168","951,038","1,750,130",04/30/11
18,JPMCB,Prattville Town Center,"L(25),Grtr1%orYM(92),O(3)","2,568,229","519,140","2,049,088","2,503,914","562,090","1,941,824","2,500,497","488,024","2,012,473",  ,  ,  ,  
19,JPMCB,Northcrest Shopping Center,"L(25),Grtr1%orYM(92),O(3)",  ,  ,  ,"2,293,251","458,740","1,834,511","2,431,287","485,349","1,945,939",  ,  ,  ,  
20,JPMCB,Verizon Alabama HQ,"L(24),Def(58),O(3)",  ,  ,  ,"2,396,669","296,323","2,100,346","2,589,985","279,671","2,310,314",  ,  ,  ,  
21,JPMCB,Brooks Corner,"L(25),Grtr1%orYM(91),O(4)","2,961,766","1,109,180","1,852,586","2,800,608","1,025,842","1,774,766","2,690,873","1,006,860","1,684,013","2,656,468","1,080,192","1,576,277",03/31/11
22,JPMCB,Bayport Commons,"L(25),Grtr1%orYM(92),O(3)","1,277,974","412,868","865,106","1,958,873","573,439","1,385,434","1,922,445","497,863","1,424,582","1,948,321","498,466","1,449,855",05/31/11
23,JPMCB,Inman Grove Shopping Center,"L(25),Grtr1%orYM(92),O(3)","2,578,965","963,690","1,615,275","2,665,450","1,045,986","1,619,464","2,667,090","1,144,480","1,522,610","2,658,025","1,162,198","1,495,827",04/30/11
24,JPMCB,River North Portfolio,"L(25),Grtr1%orYM(93),O(2)","1,078,018","425,705","652,313","1,825,928","486,253","1,339,675","1,963,709","484,769","1,478,940",  ,  ,  ,  
24.001,JPMCB,114. W. Illinois,  ,"383,622","173,827","209,795","1,033,516","228,883","804,633","1,228,583","257,587","970,996",  ,  ,  ,  
24.002,JPMCB,500 N. Clark,  ,"694,396","251,878","442,518","792,412","257,370","535,042","735,126","227,182","507,944",  ,  ,  ,  
25,JPMCB,Fairview Heights Plaza,"L(25),Grtr1%orYM(33),O(2)","2,017,873","632,224","1,385,649","1,634,772","570,202","1,064,570","1,338,010","542,426","795,584",  ,  ,  ,  
26,JPMCB,Heritage Commons III,"L(25),Grtr1%orYM(34),O(1)","2,690,030","1,257,943","1,432,087","2,694,405","1,259,601","1,434,804","2,564,096","1,129,808","1,434,288",  ,  ,  ,  
27,JPMCB,Bird Creek Crossing,"L(25),Grtr1%orYM(92),O(3)",  ,  ,  ,"1,778,213","714,180","1,064,034","2,135,734","657,914","1,477,820",  ,  ,  ,  
28,JPMCB,Red Top Plaza,"L(25),Grtr1%orYM(92),O(3)","2,359,813","730,127","1,629,687","2,297,320","730,501","1,566,819","2,210,390","694,604","1,515,786","2,157,390","690,993","1,466,397",03/31/11
29,JPMCB,Shaw's Londonderry,"L(25),Grtr1%orYM(94),O(1)","2,226,139","591,203","1,634,936","2,135,170","613,903","1,521,267","2,195,162","614,014","1,581,149","2,137,831","626,100","1,511,731",06/30/11
30,JPMCB,Kensington Place MHC,"L(25),Grtr1%orYM(92),O(3)","2,221,368","1,048,992","1,172,376","2,210,202","1,076,959","1,133,243","2,257,652","1,087,798","1,169,854","2,246,256","1,083,692","1,162,564",05/31/11
31,JPMCB,Franklin Centre,"L(25),Grtr1%orYM(92),O(3)",  ,  ,  ,"1,283,703","379,379","904,324","1,512,845","403,375","1,109,470",  ,  ,  ,  
32,JPMCB,Village Ten Center,"L(25),Grtr1%orYM(92),O(3)","2,404,437","1,191,144","1,213,292","2,422,892","1,216,956","1,205,935","2,564,555","1,300,736","1,263,819",  ,  ,  ,  
33,JPMCB,Caton Crossing,"L(25),Grtr1%orYM(92),O(3)","1,563,399","392,650","1,170,749","1,570,449","465,407","1,105,042","1,584,020","518,922","1,065,098",  ,  ,  ,  
34,JPMCB,340 North Belt Place,"L(25),Grtr1%orYM(93),O(2)","1,791,577","1,036,618","754,959","1,780,825","863,964","916,861","1,735,620","841,822","893,798",  ,  ,  ,  
35,JPMCB,Morningstar of Chapel Hill,"L(27),Grtr1%orYM(32),O(2)",  ,  ,  ,"805,913","255,933","549,980","864,752","257,184","607,568","891,988","235,214","656,774",06/30/11
