  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1,JPMCB,InterContinental Hotel Chicago,81.0%,210.44,170.45,76.1%,175.83,133.84,73.4%,178.19,130.74,76.8%,180.19,138.30,76.8%,180.19,138.30,1
2,JPMCB,SunTrust Bank Portfolio I,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2
2.001,JPMCB,3020 Peachtree Road NW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.001
2.002,JPMCB,1030 Wilmer Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.002
2.003,JPMCB,7500 Wisconsin Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.003
2.004,JPMCB,3300 Northside Parkway NW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.004
2.005,JPMCB,5898 Roswell Road NE,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.005
2.006,JPMCB,152 Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.006
2.007,JPMCB,100 Crain Highway SW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.007
2.008,JPMCB,4250 John Marr Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.008
2.009,JPMCB,160 Garrisonville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.009
2.010,JPMCB,5775 Red Bug Lake Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.010
2.011,JPMCB,4212 Washington Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.011
2.012,JPMCB,47 Whitlock Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.012
2.013,JPMCB,4110 Brambleton Avenue SW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.013
2.014,JPMCB,880 East Palmetto Park Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.014
2.015,JPMCB,1409 East Atlantic Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.015
2.016,JPMCB,3577 Fruitville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.016
2.017,JPMCB,827 Joe Frank Harris Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.017
2.018,JPMCB,1470 West Granada Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.018
2.019,JPMCB,103 City Circle,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.019
2.020,JPMCB,110 Mulberry Street NW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.020
2.021,JPMCB,1331 Johnson Ferry Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.021
2.022,JPMCB,8226 North Wickham Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.022
