2.104,JPMCB,234 North Main Street,"3,750",Square Feet,100.0%,06/15/11,"670,000",05/20/11,  ,"335,032",  ,"335,032",  ,0.0%,  ,  ,  ,  ,  ,  
2.105,JPMCB,1611 South Miami Boulevard,"1,820",Square Feet,100.0%,06/15/11,"660,000",05/16/11,  ,"330,031",  ,"330,031",  ,0.0%,  ,  ,  ,  ,  ,  
2.106,JPMCB,300 South Mock Road,"3,127",Square Feet,100.0%,06/15/11,"630,000",05/11/11,  ,"315,030",  ,"315,030",  ,0.0%,  ,  ,  ,  ,  ,  
2.107,JPMCB,624 West Main Street,"2,484",Square Feet,100.0%,06/15/11,"625,000",05/20/11,  ,"312,530",  ,"312,530",  ,0.0%,  ,  ,  ,  ,  ,  
2.108,JPMCB,1213 Greenland Drive,"2,000",Square Feet,100.0%,06/15/11,"625,000",05/20/11,  ,"312,530",  ,"312,530",  ,0.0%,  ,  ,  ,  ,  ,  
2.109,JPMCB,4720 Highway 49 South,"2,166",Square Feet,100.0%,06/15/11,"600,000",05/20/11,  ,"300,029",  ,"300,029",  ,0.0%,  ,  ,  ,  ,  ,  
2.110,JPMCB,4306 North Liberty Street,"2,216",Square Feet,100.0%,06/15/11,"590,000",05/20/11,  ,"295,028",  ,"295,028",  ,0.0%,  ,  ,  ,  ,  ,  
2.111,JPMCB,416 Highway 27 South,"2,400",Square Feet,100.0%,06/15/11,"590,000",05/20/11,  ,"295,028",  ,"295,028",  ,0.0%,  ,  ,  ,  ,  ,  
2.112,JPMCB,110 West 10th Street,"2,026",Square Feet,100.0%,06/15/11,"560,000",05/16/11,  ,"280,028",  ,"280,028",  ,0.0%,  ,  ,  ,  ,  ,  
2.113,JPMCB,7133 Forest Hill Avenue,"2,600",Square Feet,100.0%,06/15/11,"550,000",05/10/11,  ,"275,026",  ,"275,026",  ,0.0%,  ,  ,  ,  ,  ,  
2.114,JPMCB,4830 Jefferson Davis Highway,"2,717",Square Feet,100.0%,06/15/11,"525,000",05/10/11,  ,"262,525",  ,"262,525",  ,0.0%,  ,  ,  ,  ,  ,  
2.115,JPMCB,5716 West Andrew Johnson Highway,"2,500",Square Feet,100.0%,06/15/11,"500,000",05/16/11,  ,"250,024",  ,"250,024",  ,0.0%,  ,  ,  ,  ,  ,  
2.116,JPMCB,869 North Lee Highway,"1,600",Square Feet,100.0%,06/15/11,"430,000",05/20/11,  ,"215,020",  ,"215,020",  ,0.0%,  ,  ,  ,  ,  ,  
2.117,JPMCB,7880 Broad Street,"1,800",Square Feet,100.0%,06/15/11,"430,000",05/20/11,  ,"215,020",  ,"215,020",  ,0.0%,  ,  ,  ,  ,  ,  
2.118,JPMCB,400 West Main Street,"2,053",Square Feet,100.0%,06/15/11,"350,000",05/20/11,  ,"175,017",  ,"175,017",  ,0.0%,  ,  ,  ,  ,  ,  
2.119,JPMCB,23364 Front Street,"1,157",Square Feet,100.0%,06/15/11,"327,000",05/13/11,  ,"163,516",  ,"163,516",  ,0.0%,  ,  ,  ,  ,  ,  
2.120,JPMCB,4394 South NC Highway 150,"1,100",Square Feet,100.0%,06/15/11,"240,000",05/20/11,  ,"120,011",  ,"120,011",  ,0.0%,  ,  ,  ,  ,  ,  
2.121,JPMCB,33287 Railroad Avenue,"1,173",Square Feet,100.0%,06/15/11,"221,000",05/13/11,  ,"110,511",  ,"110,511",  ,0.0%,  ,  ,  ,  ,  ,  
