2.104,JPMCB,234 North Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"335,032",  
2.105,JPMCB,1611 South Miami Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"330,031",  
2.106,JPMCB,300 South Mock Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"315,030",  
2.107,JPMCB,624 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"312,530",  
2.108,JPMCB,1213 Greenland Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"312,530",  
2.109,JPMCB,4720 Highway 49 South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"300,029",  
2.110,JPMCB,4306 North Liberty Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"295,028",  
2.111,JPMCB,416 Highway 27 South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"295,028",  
2.112,JPMCB,110 West 10th Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"280,028",  
2.113,JPMCB,7133 Forest Hill Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"275,026",  
2.114,JPMCB,4830 Jefferson Davis Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"262,525",  
2.115,JPMCB,5716 West Andrew Johnson Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"250,024",  
2.116,JPMCB,869 North Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"215,020",  
2.117,JPMCB,7880 Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"215,020",  
2.118,JPMCB,400 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"175,017",  
2.119,JPMCB,23364 Front Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"163,516",  
2.120,JPMCB,4394 South NC Highway 150,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"120,011",  
2.121,JPMCB,33287 Railroad Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"110,511",  
3,JPMCB,Asheville Mall,"493,062.50","5,916,750.00",08/19/11,10/01/11,  ,  ,120,300,0,0,1,15,0,09/01/21,No,  ,"59,997,994",48.8%
4,JPMCB,Sun Development and Management Portfolio,"324,607.26","3,895,287.12",05/17/11,07/01/11,  ,  ,57,297,0,3,1,0,0,06/01/16,No,  ,"49,980,786",48.7%
4.001,JPMCB,Embassy Suites Palmdale,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"17,222,509",  
4.002,JPMCB,Hilton Garden Inn Ridgefield Park,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"11,647,387",  
4.003,JPMCB,Homewood Suites Nashville,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"9,960,647",  
4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"6,081,144",  
4.005,JPMCB,Candlewood Suites Hattiesburg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"5,069,099",  
5,JPMCB,Google Kirkland Campus,"347,660.79","4,171,929.48",08/26/11,10/01/11,  ,  ,120,300,0,0,1,0,0,09/01/21,No,  ,"42,045,781",46.2%
6,JPMCB,24 West 57th Street,"267,607.30","3,211,287.60",08/22/11,10/01/11,  ,  ,60,360,0,0,1,0,0,09/01/16,Yes,09/01/18,"45,178,660",56.5%
7,JPMCB,Kite Retail Portfolio,"244,843.42","2,938,121.04",08/03/11,10/01/11,  ,  ,120,360,0,0,1,0,0,09/01/21,No,  ,"36,191,714",62.5%
7.001,JPMCB,Boulevard Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"11,382,878",  
7.002,JPMCB,Hamilton Crossing Center,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"10,882,532",  
7.003,JPMCB,Naperville Marketplace,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,005,540",  
7.004,JPMCB,Publix at Acworth,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"5,920,764",  
8,JPMCB,Orland Park Place,"198,804.08","2,385,648.96",09/01/11,10/01/11,  ,  ,120,0,120,0,1,0,0,09/01/21,No,  ,"42,280,000",51.8%
9,JPMCB,LaSalle Select Portfolio,"223,150.00","2,677,800.00",07/06/11,09/01/11,  ,  ,119,359,0,1,1,0,0,08/01/21,No,  ,"33,328,551",62.2%
9.001,JPMCB,5707 Peachtree Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,775,585",  
9.002,JPMCB,3585 Engineering Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,526,632",  
9.003,JPMCB,6455 East Johns Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,402,156",  
9.004,JPMCB,6625 The Corners Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"7,624,179",  
10,JPMCB,Denver West Village,"150,943.85","1,811,326.20",06/29/11,08/01/11,07/01/14,08/01/14,118,360,36,2,1,5,5,07/01/21,No,  ,"24,809,285",55.1%
11,JPMCB,Lehigh Valley Portfolio,"139,992.10","1,679,905.20",05/11/11,07/01/11,  ,  ,57,357,0,3,1,0,0,06/01/16,No,  ,"24,407,119",62.4%
11.001,JPMCB,1640-1660 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"6,616,763",  
11.002,JPMCB,1455 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"4,431,983",  
11.003,JPMCB,1560 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"4,182,294",  
11.004,JPMCB,1550 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"3,932,604",  
11.005,JPMCB,1510 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"3,433,227",  
11.006,JPMCB,1530 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,810,247",  
12,JPMCB,Eddy Street Commons at Notre Dame,"143,859.61","1,726,315.32",08/03/11,10/01/11,  ,  ,120,360,0,0,1,0,0,09/01/21,No,  ,"21,264,717",62.5%
13,JPMCB,SunTrust Bank Portfolio II,"114,798.61","1,377,583.32",06/30/11,08/01/11,  ,  ,118,0,120,2,1,0,0,07/01/21,Yes,07/01/31,"25,000,000",49.9%
13.001,JPMCB,4240 West Lake Mary Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"2,246,044",  
13.002,JPMCB,26627 US Highway 19 North,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,429,301",  
13.003,JPMCB,597 Solomons Island Road North,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,327,208",  
13.004,JPMCB,4425 Lafayette Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,276,161",  
13.005,JPMCB,1850 US Highway 1 South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,174,068",  
13.006,JPMCB,2150 Cleveland Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,174,068",  
13.007,JPMCB,1605 21st Avenue South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,097,499",  
13.008,JPMCB,111 Southwest 17th Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,071,976",  
13.009,JPMCB,7319 Spring Hill Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,020,929",  
13.010,JPMCB,10000 Taft Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"969,883",  
13.011,JPMCB,6548 Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"969,883",  
13.012,JPMCB,3990 Southwest State Road 200,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"918,836",  
13.013,JPMCB,114 West Blue Ridge Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"847,371",  
13.014,JPMCB,240 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"816,743",  
13.015,JPMCB,892 Deltona Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"816,743",  
13.016,JPMCB,5370 Peachtree Industrial Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"816,743",  
13.017,JPMCB,7612 State Road 52,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"816,743",  
13.018,JPMCB,286 Hancock Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"781,011",  
13.019,JPMCB,100 Flagler Plaza Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"714,650",  
13.020,JPMCB,7801 Pineville-Matthews Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"535,988",  
13.021,JPMCB,201 South Peterson Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,778",  
13.022,JPMCB,5705 High Point Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,778",  
13.023,JPMCB,804 North Madison Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"515,569",  
13.024,JPMCB,5473 East Mountain Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"484,941",  
13.025,JPMCB,5 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"484,941",  
13.026,JPMCB,1645 Bradley Park Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"464,523",  
13.027,JPMCB,201 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"375,191",  
13.028,JPMCB,3000 Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"352,221",  
13.029,JPMCB,88 Hillsboro Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"265,442",  
13.030,JPMCB,426 West Walnut Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"183,767",  
14,JPMCB,Sawyer Heights Village,"79,215.28","950,583.36",07/01/11,08/01/11,  ,  ,118,0,120,2,1,0,0,07/01/21,No,  ,"18,700,000",54.2%
15,JPMCB,University Town Center,"86,694.34","1,040,332.08",05/19/11,07/01/11,  ,  ,117,0,120,3,1,0,0,06/01/21,No,  ,"18,690,000",56.0%
16,JPMCB,Maitland 200,"92,506.87","1,110,082.44",07/06/11,09/01/11,  ,  ,59,359,0,1,1,0,0,08/01/16,No,  ,"15,909,153",67.7%
17,JPMCB,Landing Apartments,"81,965.74","983,588.88",06/29/11,08/01/11,  ,  ,58,358,0,2,1,0,0,07/01/16,No,  ,"14,665,901",67.9%
18,JPMCB,Prattville Town Center,"73,891.97","886,703.64",04/29/11,06/01/11,  ,  ,116,0,120,4,1,0,0,05/01/21,No,  ,"15,930,000",57.9%
19,JPMCB,Northcrest Shopping Center,"73,196.19","878,354.28",04/29/11,06/01/11,  ,  ,116,0,120,4,1,0,0,05/01/21,No,  ,"15,780,000",50.9%
20,JPMCB,Verizon Alabama HQ,"72,797.68","873,572.10",09/02/11,10/01/11,  ,  ,85,0,85,0,1,0,0,10/01/18,No,  ,"15,125,000",54.0%
21,JPMCB,Brooks Corner,"78,398.79","940,785.48",06/01/11,07/01/11,  ,  ,117,357,0,3,1,0,0,06/01/21,No,  ,"11,815,546",47.0%
22,JPMCB,Bayport Commons,"74,045.39","888,544.68",08/03/11,10/01/11,  ,  ,120,360,0,0,1,0,0,09/01/21,No,  ,"10,945,075",62.5%
23,JPMCB,Inman Grove Shopping Center,"76,327.57","915,930.84",06/30/11,08/01/11,  ,  ,118,358,0,2,1,0,0,07/01/21,No,  ,"10,964,679",55.4%
24,JPMCB,River North Portfolio,"70,817.18","849,806.16",06/06/11,08/01/11,  ,  ,118,358,0,2,1,0,0,07/01/21,No,  ,"10,587,471",56.9%
